name,address,phone,longitude,latitude,place_id,business_status,google_maps_url
Aanakuzhikkara Chicken Stall,"Sut junction, Chettivila, Vattappara, Venkode, Kerala 695028, India",+91 96339 95292,76.96762609999999,8.5948301,ChIJH2SVG-25BTsRXw22kMaC7cA,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJH2SVG-25BTsRXw22kMaC7cA
Aaoji Khaoji Punjabi Dhaba,"Trivandrum Road, opp. SJ Hospital, Vizhinjam, Kovalam, Thiruvananthapuram, Kerala 695527, India",+91 70129 72373,76.9800466,8.400414,ChIJ1y8ToAmlBTsRFU3dY5j_lbg,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ1y8ToAmlBTsRFU3dY5j_lbg
Aarya Hotel,"GWCH+HX2, Medical College Murinjapalam Rd, Murinjapalam, Thiruvananthapuram, Kerala 695011, India",,76.9298838,8.521398099999999,ChIJV3rxMuO7BTsR7_XU9vQaRH8,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJV3rxMuO7BTsR7_XU9vQaRH8
Aarya's chapathi corner,"HV8R+P8P, Karyavattom, Thiruvananthapuram, Kerala 695581, India",,76.890851,8.5668337,ChIJ6xZsfAC_BTsRY4ezuvXLbpA,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJ6xZsfAC_BTsRY4ezuvXLbpA
Aasife Biriyani - Eanchakkal (Trivandrum) Now Open Till 3:00 A.M,"SS Plaza, NH Bypass Service Rd, Eanchakkal, Thiruvananthapuram, Kerala 695008, India",+91 91691 60329,76.9334739,8.4809893,ChIJFwS7WwC7BTsRzJ56ncOVYn0,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJFwS7WwC7BTsRzJ56ncOVYn0
Aasife Biriyani - Kesavadasapuram (Trivandrum),"The Vintage by Favourite Homes TC 14/4227(1, 2/3/4, Ulloor - Akkulam Rd, near by Ideal Home Appliance, Aiswarya Nagar, Kesavadasapuram, Thiruvananthapuram, Kerala 695004, India",+91 91291 21277,76.93256199999999,8.5292123,ChIJUUgOuYe5BTsRQZN90aJ64O8,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJUUgOuYe5BTsRQZN90aJ64O8
Aasife Biriyani - Thampanoor (Trivandrum),"Teekay Palace Building, Aristo Junction, Aristo, Thampanoor, Thiruvananthapuram, Kerala 695001, India",+91 95262 14926,76.9537592,8.4895132,ChIJ_xws7i67BTsR2Wc7nUCg7eQ,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ_xws7i67BTsR2Wc7nUCg7eQ
Aasife Biriyani - Vellayambalam (Trivandrum),"Bus Stand, Vellayambalam - Sasthamangalam Rd, Althara Nagar, Vellayambalam, Thiruvananthapuram, Kerala 695010, India",+91 91691 60293,76.9634511,8.5120569,ChIJE614OQC7BTsR_ge1poRt2p4,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJE614OQC7BTsR_ge1poRt2p4
Aavi Restaurant,"Near Infosys, thampuran nada, Kulathoor, Thiruvananthapuram, Kerala 695583, India",+91 98950 81688,76.8850844,8.530582299999999,ChIJxRj6iLG_BTsRojDn-pX9Fnk,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJxRj6iLG_BTsRojDn-pX9Fnk
Abdul Kader M,"Medical College, Junction, Medical College Kumarapuram Rd, opposite Police Station, Murinjapalam, Thiruvananthapuram, Kerala 695011, India",+91 99474 45583,76.929585,8.5212985,ChIJrf5Xqbm7BTsRk-w-ek4iBlo,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJrf5Xqbm7BTsRk-w-ek4iBlo
Abhikar Pure Vegetarian Restaurant,"FXGC+WR6, Main Road, Neeramankara, Karamana, Thiruvananthapuram, Kerala 695018, India",+91 70122 40078,76.9720048,8.4772759,ChIJmRCY3Pu6BTsRUNS5uWgL2K4,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJmRCY3Pu6BTsRUNS5uWgL2K4
Abraca Dabra Juice & Foods,"Bypass road, Kumarichantha, Poonthura, Thiruvananthapuram, Kerala 695026, India",+91 70127 32207,76.94841199999999,8.449671,ChIJK8Vg64u7BTsRYyuJHzFs7nc,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJK8Vg64u7BTsRYyuJHzFs7nc
Abrar Family Restaurant,"FW2W+MMF, NH Bypass Service Rd, Karimbuvila, Beemapally, Thiruvananthapuram, Kerala 695026, India",+91 90741 39595,76.94666769999999,8.4516752,ChIJKVEmI4q7BTsRiuiQZX35Jcg,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJKVEmI4q7BTsRiuiQZX35Jcg
Absolut Kitchen,"Pipinmoodu, Sasthamangalam, Thiruvananthapuram, Kerala 695010, India",+91 90746 68017,76.9723195,8.5198475,ChIJWc-DzRW7BTsRbTDkVkA4qEk,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJWc-DzRW7BTsRbTDkVkA4qEk
Abunte Thattukada,"Vellar Junction, Vizhinjam, Thiruvananthapuram, Kerala 695527, India",+91 79948 07186,76.9763067,8.407239299999999,ChIJ6Qs6iw-lBTsRzKsEFcJRm2E,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ6Qs6iw-lBTsRzKsEFcJRm2E
ADAM HALAL CHICKEN,"Charummoodu, near brothers auditorium, Thiruvananthapuram, Kerala 695541, India",+91 85929 49240,77.037067,8.5957411,ChIJk0PzkZW3BTsRYXrfgdb_Sq0,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJk0PzkZW3BTsRYXrfgdb_Sq0
ADERSH S ASHOK,"THANINADA THATTUKADA, near Sreekariyam - Pothencode Road, Pangappara, Thiruvananthapuram, Kerala 695017, India",+91 62829 58734,76.9067848,8.5526953,ChIJuZULMHu_BTsRYcUwSrneXvY,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJuZULMHu_BTsRYcUwSrneXvY
ADITHYAN B R,"ADITHYAN B R NEDUMANGAD, ROAD, Konganam, Aryanad, Kerala 695541, India",+91 87149 23587,77.0253038,8.596170599999999,ChIJw1KRth23BTsRPYCUdAeLzmk,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJw1KRth23BTsRPYCUdAeLzmk
Aditi homes PG for women,"APRA 9, Arappura Ln, Kannammoola, Thiruvananthapuram, Kerala 695011, India",+91 94960 21905,76.92872659999999,8.505802899999999,ChIJfwWQQo67BTsRC2C3SR-C1nc,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJfwWQQo67BTsRC2C3SR-C1nc
AFC - American Fried Chicken,"84/3443/1, Eanchakkal, Thiruvananthapuram, Kerala 695008, India",+91 98959 72698,76.935681,8.4785297,ChIJyx5-gt67BTsR5sS_I7fYZwg,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJyx5-gt67BTsR5sS_I7fYZwg
Afiya and Mohammed Pazhamkanji/Kanji Kada,"2/419-1, Amballoor- Chanthavila Rd, Amballoor, Kazhakkoottam, Thiruvananthapuram, Kerala 695585, India",,76.8751674,8.587449699999999,ChIJA7PouMW_BTsRzuJBNnEUy6g,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJA7PouMW_BTsRzuJBNnEUy6g
AG Cold Store,"GX6P+4FM, PO, Vettamukku, Thirumala, Thiruvananthapuram, Kerala 695038, India",+91 93885 82888,76.98618239999999,8.510345599999999,ChIJm6D0Cz66BTsRAAAA0LeoMAE,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJm6D0Cz66BTsRAAAA0LeoMAE
Agastya Farm Pure Veg Restaurant,"Aristo Junction, Aristo, Thampanoor, Thiruvananthapuram, Kerala 695001, India",+91 94009 40017,76.95376449999999,8.489743899999999,ChIJB3JVdM27BTsRhArhufcxeNw,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJB3JVdM27BTsRhArhufcxeNw
Agrahaara Restaurant,"Sreevaraham, Muttathara, Thiruvananthapuram, Kerala 695009, India",+91 98463 29692,76.9426727,8.476951099999999,ChIJUQ-CXwu7BTsRH2bQZfIYwFQ,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJUQ-CXwu7BTsRH2bQZfIYwFQ
Ahlan Wa Sahlan,"FW5V+J58, Neelattinkara, Paruthikuzhy, Thiruvananthapuram, Kerala 695009, India",,76.942948,8.459036,ChIJk5aOIgC7BTsR2xDv-_lps9c,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJk5aOIgC7BTsR2xDv-_lps9c
Aishwarya hotel,"GX7H+44X, Maruthumkuzhi, Thiruvananthapuram, Kerala 695030, India",,76.9778029,8.5128323,ChIJ9WMYCQC7BTsRTVglsktuekI,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ9WMYCQC7BTsRTVglsktuekI
Aiswarya Fast Food,"GXWP+VPC, Vazhayila Mukkola Rd, Mukkola, Nettayam, Thiruvananthapuram, Kerala 695564, India",,76.9867582,8.5471831,ChIJmxjUGTm5BTsRu-GYCU8NKYQ,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJmxjUGTm5BTsRu-GYCU8NKYQ
Aiswarya Hotel,"FXFG+CVW, Kaimanam, Pappanamcode, Thiruvananthapuram, Kerala 695018, India",,76.9772134,8.4736108,ChIJMQiWVZm7BTsR8i4crewUM_U,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJMQiWVZm7BTsR8i4crewUM_U
Aiswarya Hotel,"ASOKA BUILDING, Ambady Nagar, Amadi Nagar, Sreekaryam, Thiruvananthapuram, Kerala 695017, India",,76.9083648,8.548929099999999,ChIJgRz4KQC_BTsRFrcWIdeOS8g,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJgRz4KQC_BTsRFrcWIdeOS8g
Aiswarya Hotel & Family Restaurant,"Peringammala, Pallichal, Venganoor, Kerala 695042, India",+91 95260 60901,77.0183459,8.4140071,ChIJ_-drkY6vBTsRCzvvYYd3Zzw,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ_-drkY6vBTsRCzvvYYd3Zzw
Aiswarya Restaurant,"Vattiyoorkavu, Thiruvananthapuram, Kerala 695013, India",+91 97447 09840,76.9886927,8.5247073,ChIJU0oEV627BTsRLKrIMJ34VdI,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJU0oEV627BTsRLKrIMJ34VdI
AISWARYA RESTAURANT,"Shop No 1, Aiswarya Restaurant, Trivandrum Road, opposite Optima Battery Shop, Vattappara, Thiruvananthapuram, Kerala 695028, India",+91 90746 42772,76.9505573,8.5921102,ChIJFfcxzVG5BTsRf-iaRrvuINw,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJFfcxzVG5BTsRf-iaRrvuINw
AJ Kitchens,"Jawahar, CWWR+FMM, Sree Shastha Nagar, Poonthura, Thiruvananthapuram, Kerala 695008, India",+91 98097 70220,76.9416663,8.446224,ChIJr0V8xSu7BTsR5wE4qd9CiXQ,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJr0V8xSu7BTsR5wE4qd9CiXQ
Ajay Thattukada,"JV3X+W2H, Kattaikonam, Kerala 695584, India",,76.8975938,8.6048213,ChIJN5vmXrO_BTsR4J6uGNFDpoE,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJN5vmXrO_BTsR4J6uGNFDpoE
Ajith Family Restaurant,"HWRX+2WG, Vattappara, Thiruvananthapuram, Vattappara, Kerala 695028, India",+91 95448 83956,76.949837,8.5900749,ChIJydu7KpO4BTsRcIprP1Do9n0,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJydu7KpO4BTsRcIprP1Do9n0
Ajwa Biriyani,"No-114 Kalabhavan Mani Road, Near, Women's College Rd, Panavila, Thycaud, Thiruvananthapuram, Kerala 695014, India",+91 95679 02777,76.9558284,8.4978819,ChIJRdsdIbG7BTsRUks02N9A5tM,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJRdsdIbG7BTsRUks02N9A5tM
AK Caters & Restaurant,"2nd, Pravachambalam - Ooruttambalam Rd, Pallichal, Kerala 695020, India",+91 94951 54574,77.02051399999999,8.4493521,ChIJLQb3WDGxBTsRfIiWvYFqYOs,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJLQb3WDGxBTsRfIiWvYFqYOs
AK Fresh Chicken Stall,"ARA153, Kalady Rd, Attukal, Manacaud, Thiruvananthapuram, Kerala 695009, India",,76.9553552,8.4667643,ChIJjT4-agC7BTsRMtjmbVucaq4,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJjT4-agC7BTsRMtjmbVucaq4
AK RESTAURANT,"F234+75H, Ganapathy Kovil Rd, Nemom, Kerala 695020, India",,77.0054736,8.4531752,ChIJQT4WGuu7BTsR6EjC1FIBtNM,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJQT4WGuu7BTsR6EjC1FIBtNM
AK Tea Shop,"Tourist Village Appanpilla Road, Madhavapuram Colony, Veli, Thiruvananthapuram, Kerala 695021, India",+91 90741 74798,76.88698049999999,8.508001199999999,ChIJxdVQq9O9BTsRVaNMuM3ggeM,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJxdVQq9O9BTsRVaNMuM3ggeM
Akash Hotel,"GVVV+FQV, Manvila Industrial Estate, Manvila, Thiruvananthapuram, Kerala 695583, India",,76.89442559999999,8.5437294,ChIJfyw0uZy_BTsRnvTe-rlmmdA,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJfyw0uZy_BTsRnvTe-rlmmdA
Akash Restaurant,"Arashumoodu jn, Anayara Rd, near Mahadeva temple, Anayara, Thiruvananthapuram, Kerala 695029, India",+91 81291 09519,76.9174269,8.5046283,ChIJTekoa_K9BTsRQy3iqbYXgrg,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJTekoa_K9BTsRQy3iqbYXgrg
Akhil Classic,"CHETTIKULANGARA ROAD, MG ROAD, near ARIES PLEX THEATRE, Vanchiyoor, Thiruvananthapuram, Kerala 695001, India",,76.9457292,8.489239999999999,ChIJHe9lmo27BTsRPB5kt3Bxouc,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJHe9lmo27BTsRPB5kt3Bxouc
Akhila's kitchen,"Tvra 54, V P Thampi Rd, Kudappanakunnu, Thiruvananthapuram, Kerala 695043, India",+91 99951 52496,76.9572558,8.553339,ChIJi0FvQNm5BTsRalBdqc0Rs-8,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJi0FvQNm5BTsRalBdqc0Rs-8
Akshayam Pure Vegetarian Restaurant,"GXF3+F77, Kuravankonam, Thiruvananthapuram, Kerala 695003, India",,76.9531662,8.5236618,ChIJqxLiT9S7BTsRUgqfznJEqfc,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJqxLiT9S7BTsRUgqfznJEqfc
AL Ameen Chicken Shop,"Kallattumukku, PO, Konchiravila, Manacaud, Thiruvananthapuram, Kerala 695009, India",+91 96331 70040,76.95401389999999,8.4631103,ChIJ4cSFKPm7BTsRBD3FYgQunyw,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ4cSFKPm7BTsRBD3FYgQunyw
Al Ameen Fast Food & Sea Food,"Vizhinjam - Balaramapuram Rd, Balaramapuram, Kerala 695501, India",,77.0432417,8.4203644,ChIJnSO2E5OvBTsRi7Ctpg9BCzA,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJnSO2E5OvBTsRi7Ctpg9BCzA
AL AMEEN TEA SHOP,"Al Ameen Building, Kannammoola, Thiruvananthapuram, Kerala 695011, India",+91 79077 06477,76.93187209999999,8.503599,ChIJ2evap767BTsRCYuYKkmYx_o,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ2evap767BTsRCYuYKkmYx_o
AL Arabia,"HV8R+P3F, Karyavattom, Thiruvananthapuram, Kerala 695581, India",,76.8901566,8.5668543,ChIJF2Ljll-_BTsR9j36k36M4JM,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJF2Ljll-_BTsR9j36k36M4JM
Al Arabia Family Restaurant,"HXGW+G9H, Azhicode, Kerala 695564, India",,76.9959775,8.5763041,ChIJQ3bwJUa5BTsRsV--ND_hW0A,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJQ3bwJUa5BTsRsV--ND_hW0A
Al Azhaar Family Restaurant,"junction, Sasthamangalam Rd, Valiyavila, Thiruvananthapuram, Kerala 695013, India",+91 98959 29387,76.99835019999999,8.5072637,ChIJh9P2nNy7BTsRdktDC2MIC5I,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJh9P2nNy7BTsRdktDC2MIC5I
Al Baike Fried Chicken,"Vellayambalam Maruthankuzhi Rd, Althara Nagar, Vellayambalam, Thiruvananthapuram, Kerala 695010, India",+91 95673 33979,76.9630178,8.5120252,ChIJ4duuvzW7BTsRdaUdbJJCoGY,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ4duuvzW7BTsRdaUdbJJCoGY
Al Baike Fried Chicken,"GWHJ+RR2, Ulloor Brg, near iSmile Dental Clinic, Aiswarya Nagar, Kesavadasapuram, Thiruvananthapuram, Kerala 695004, India",+91 95673 33838,76.9320039,8.529517199999999,ChIJ0TQMZK-5BTsRcJRo2hyA6nI,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ0TQMZK-5BTsRcJRo2hyA6nI
Al Baike Fried Chicken Restaurant,"Kazhakuttom, Kulathoor, Thiruvananthapuram, Kerala 695583, India",+91 95672 28222,76.87743499999999,8.545812,ChIJlyw8ovS-BTsRp8Fj4QBiYho,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJlyw8ovS-BTsRp8Fj4QBiYho
Al buraaq,"FX9Q+QCX, Pappanamcode Malayinkeezhu Rd, Eastet, Pappanamcode, Thiruvananthapuram, Kerala 695019, India",+91 90612 37707,76.9886125,8.4694773,ChIJGYiDEwC7BTsRgE7yVRAV_hE,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJGYiDEwC7BTsRgE7yVRAV_hE
AL FARAH RESTAURANT,"AL FARAH KURISHADI, Karyavattom, Thiruvananthapuram, Kerala 695582, India",+91 75610 07099,76.890746,8.5745947,ChIJoUIBpHC_BTsRW8BuIpBijW0,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJoUIBpHC_BTsRW8BuIpBijW0
Al Hassan Family Restaurant - Manacaud,"FWGX+R66, Trivandrum Vizhinjam Rd, opposite SBI Branch Manacaud, Attakulangara, Thiruvananthapuram, Kerala 695009, India",+91 471 401 0444,76.94787149999999,8.476875099999999,ChIJkaq7tg67BTsRzJwH08O5hNY,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJkaq7tg67BTsRzJwH08O5hNY
"Al kaiz,","Ulloor - Akkulam Rd, near YANA IVF HOSPITAL, PSC Nagar, Ulloor, Thiruvananthapuram, Kerala 695011, India",,76.9256649,8.527369600000002,ChIJk0USQwC5BTsRw789Ys_g67E,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJk0USQwC5BTsRw789Ys_g67E
Al Maaz Foodie Hub,"Cpt, Nettayam, Thiruvananthapuram, Kerala 695013, India",,76.9906634,8.5369464,ChIJszx1TTO5BTsR-OmrqfQipYM,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJszx1TTO5BTsR-OmrqfQipYM
Al Maaz Grill House,"Kachani Aruvikkara Rd, near csi church, Nedumangadu, Kachani, Thiruvananthapuram, Kerala 695564, India",+91 89210 12123,76.9945212,8.5535976,ChIJxzI1XAC5BTsRoPZZA-CsDnE,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJxzI1XAC5BTsRoPZZA-CsDnE
Al Maaz Parcel Center,"Vazhayila Mukkola Rd, Mukkola, Nettayam, Thiruvananthapuram, Kerala 695013, India",,76.98634229999999,8.547063399999999,ChIJH0RlIRm5BTsRmmJOfRfZ6dw,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJH0RlIRm5BTsRmmJOfRfZ6dw
Al Mina Restaurant,"near Pick And Pay Super Market, Kurisadimukku, Thiruvananthapuram, Kerala 695582, India",+91 62380 58499,76.8905446,8.574411099999999,ChIJN3aDAzy_BTsRNGi7hyha124,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJN3aDAzy_BTsRNGi7hyha124
