name,address,phone,longitude,latitude,place_id,business_status,google_maps_url,source
Aasife Biriyani - Thampanoor (Trivandrum),"Teekay Palace Building, Aristo Junction, Aristo, Thampanoor, Thiruvananthapuram, Kerala 695001, India",+91 95262 14926,76.9537592,8.4895132,ChIJ_xws7i67BTsR2Wc7nUCg7eQ,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ_xws7i67BTsR2Wc7nUCg7eQ,restaurants.csv
Aasife Biriyani - Vellayambalam (Trivandrum),"Bus Stand, Vellayambalam - Sasthamangalam Rd, Althara Nagar, Vellayambalam, Thiruvananthapuram, Kerala 695010, India",+91 91691 60293,76.9634511,8.5120569,ChIJE614OQC7BTsR_ge1poRt2p4,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJE614OQC7BTsR_ge1poRt2p4,restaurants.csv
Aavi Restaurant,"Near Infosys, thampuran nada, Kulathoor, Thiruvananthapuram, Kerala 695583, India",+91 98950 81688,76.8850844,8.530582299999999,ChIJxRj6iLG_BTsRojDn-pX9Fnk,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJxRj6iLG_BTsRojDn-pX9Fnk,restaurants.csv
Abhikar Pure Vegetarian Restaurant,"FXGC+WR6, Main Road, Neeramankara, Karamana, Thiruvananthapuram, Kerala 695018, India",+91 70122 40078,76.9720048,8.4772759,ChIJmRCY3Pu6BTsRUNS5uWgL2K4,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJmRCY3Pu6BTsRUNS5uWgL2K4,restaurants.csv
Abraca Dabra Juice & Foods,"Bypass road, Kumarichantha, Poonthura, Thiruvananthapuram, Kerala 695026, India",+91 70127 32207,76.94841199999999,8.449671,ChIJK8Vg64u7BTsRYyuJHzFs7nc,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJK8Vg64u7BTsRYyuJHzFs7nc,restaurants.csv
Abrar Family Restaurant,"FW2W+MMF, NH Bypass Service Rd, Karimbuvila, Beemapally, Thiruvananthapuram, Kerala 695026, India",+91 90741 39595,76.94666769999999,8.4516752,ChIJKVEmI4q7BTsRiuiQZX35Jcg,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJKVEmI4q7BTsRiuiQZX35Jcg,restaurants.csv
Absolut Kitchen,"Pipinmoodu, Sasthamangalam, Thiruvananthapuram, Kerala 695010, India",+91 90746 68017,76.9723195,8.5198475,ChIJWc-DzRW7BTsRbTDkVkA4qEk,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJWc-DzRW7BTsRbTDkVkA4qEk,restaurants.csv
Agastya Farm Pure Veg Restaurant,"Aristo Junction, Aristo, Thampanoor, Thiruvananthapuram, Kerala 695001, India",+91 94009 40017,76.95376449999999,8.489743899999999,ChIJB3JVdM27BTsRhArhufcxeNw,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJB3JVdM27BTsRhArhufcxeNw,restaurants.csv
Agrahaara Restaurant,"Sreevaraham, Muttathara, Thiruvananthapuram, Kerala 695009, India",+91 98463 29692,76.9426727,8.476951099999999,ChIJUQ-CXwu7BTsRH2bQZfIYwFQ,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJUQ-CXwu7BTsRH2bQZfIYwFQ,restaurants.csv
Aishwarya hotel,"GX7H+44X, Maruthumkuzhi, Thiruvananthapuram, Kerala 695030, India",,76.9778029,8.5128323,ChIJ9WMYCQC7BTsRTVglsktuekI,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ9WMYCQC7BTsRTVglsktuekI,restaurants.csv
Aiswarya Fast Food,"GXWP+VPC, Vazhayila Mukkola Rd, Mukkola, Nettayam, Thiruvananthapuram, Kerala 695564, India",,76.9867582,8.5471831,ChIJmxjUGTm5BTsRu-GYCU8NKYQ,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJmxjUGTm5BTsRu-GYCU8NKYQ,restaurants.csv
Aiswarya Hotel,"FXFG+CVW, Kaimanam, Pappanamcode, Thiruvananthapuram, Kerala 695018, India",,76.9772134,8.4736108,ChIJMQiWVZm7BTsR8i4crewUM_U,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJMQiWVZm7BTsR8i4crewUM_U,restaurants.csv
Aiswarya Hotel,"ASOKA BUILDING, Ambady Nagar, Amadi Nagar, Sreekaryam, Thiruvananthapuram, Kerala 695017, India",,76.9083648,8.548929099999999,ChIJgRz4KQC_BTsRFrcWIdeOS8g,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJgRz4KQC_BTsRFrcWIdeOS8g,restaurants.csv
Aiswarya Hotel & Family Restaurant,"Peringammala, Pallichal, Venganoor, Kerala 695042, India",+91 95260 60901,77.0183459,8.4140071,ChIJ_-drkY6vBTsRCzvvYYd3Zzw,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ_-drkY6vBTsRCzvvYYd3Zzw,restaurants.csv
Aiswarya Restaurant,"Vattiyoorkavu, Thiruvananthapuram, Kerala 695013, India",+91 97447 09840,76.9886927,8.5247073,ChIJU0oEV627BTsRLKrIMJ34VdI,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJU0oEV627BTsRLKrIMJ34VdI,restaurants.csv
AISWARYA RESTAURANT,"Shop No 1, Aiswarya Restaurant, Trivandrum Road, opposite Optima Battery Shop, Vattappara, Thiruvananthapuram, Kerala 695028, India",+91 90746 42772,76.9505573,8.5921102,ChIJFfcxzVG5BTsRf-iaRrvuINw,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJFfcxzVG5BTsRf-iaRrvuINw,restaurants.csv
Ajith Family Restaurant,"HWRX+2WG, Vattappara, Thiruvananthapuram, Vattappara, Kerala 695028, India",+91 95448 83956,76.949837,8.5900749,ChIJydu7KpO4BTsRcIprP1Do9n0,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJydu7KpO4BTsRcIprP1Do9n0,restaurants.csv
Ajwa Biriyani,"No-114 Kalabhavan Mani Road, Near, Women's College Rd, Panavila, Thycaud, Thiruvananthapuram, Kerala 695014, India",+91 95679 02777,76.9558284,8.4978819,ChIJRdsdIbG7BTsRUks02N9A5tM,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJRdsdIbG7BTsRUks02N9A5tM,restaurants.csv
AK Caters & Restaurant,"2nd, Pravachambalam - Ooruttambalam Rd, Pallichal, Kerala 695020, India",+91 94951 54574,77.02051399999999,8.4493521,ChIJLQb3WDGxBTsRfIiWvYFqYOs,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJLQb3WDGxBTsRfIiWvYFqYOs,restaurants.csv
AK RESTAURANT,"F234+75H, Ganapathy Kovil Rd, Nemom, Kerala 695020, India",,77.0054736,8.4531752,ChIJQT4WGuu7BTsR6EjC1FIBtNM,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJQT4WGuu7BTsR6EjC1FIBtNM,restaurants.csv
Akash Hotel,"GVVV+FQV, Manvila Industrial Estate, Manvila, Thiruvananthapuram, Kerala 695583, India",,76.89442559999999,8.5437294,ChIJfyw0uZy_BTsRnvTe-rlmmdA,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJfyw0uZy_BTsRnvTe-rlmmdA,restaurants.csv
Akash Restaurant,"Arashumoodu jn, Anayara Rd, near Mahadeva temple, Anayara, Thiruvananthapuram, Kerala 695029, India",+91 81291 09519,76.9174269,8.5046283,ChIJTekoa_K9BTsRQy3iqbYXgrg,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJTekoa_K9BTsRQy3iqbYXgrg,restaurants.csv
Akhila's kitchen,"Tvra 54, V P Thampi Rd, Kudappanakunnu, Thiruvananthapuram, Kerala 695043, India",+91 99951 52496,76.9572558,8.553339,ChIJi0FvQNm5BTsRalBdqc0Rs-8,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJi0FvQNm5BTsRalBdqc0Rs-8,restaurants.csv
Akshayam Pure Vegetarian Restaurant,"GXF3+F77, Kuravankonam, Thiruvananthapuram, Kerala 695003, India",,76.9531662,8.5236618,ChIJqxLiT9S7BTsRUgqfznJEqfc,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJqxLiT9S7BTsRUgqfznJEqfc,restaurants.csv
Al Ameen Fast Food & Sea Food,"Vizhinjam - Balaramapuram Rd, Balaramapuram, Kerala 695501, India",,77.0432417,8.4203644,ChIJnSO2E5OvBTsRi7Ctpg9BCzA,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJnSO2E5OvBTsRi7Ctpg9BCzA,restaurants.csv
Al Arabia Family Restaurant,"HXGW+G9H, Azhicode, Kerala 695564, India",,76.9959775,8.5763041,ChIJQ3bwJUa5BTsRsV--ND_hW0A,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJQ3bwJUa5BTsRsV--ND_hW0A,restaurants.csv
Al Azhaar Family Restaurant,"junction, Sasthamangalam Rd, Valiyavila, Thiruvananthapuram, Kerala 695013, India",+91 98959 29387,76.99835019999999,8.5072637,ChIJh9P2nNy7BTsRdktDC2MIC5I,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJh9P2nNy7BTsRdktDC2MIC5I,restaurants.csv
Al Baike Fried Chicken Restaurant,"Kazhakuttom, Kulathoor, Thiruvananthapuram, Kerala 695583, India",+91 95672 28222,76.87743499999999,8.545812,ChIJlyw8ovS-BTsRp8Fj4QBiYho,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJlyw8ovS-BTsRp8Fj4QBiYho,restaurants.csv
AL FARAH RESTAURANT,"AL FARAH KURISHADI, Karyavattom, Thiruvananthapuram, Kerala 695582, India",+91 75610 07099,76.890746,8.5745947,ChIJoUIBpHC_BTsRW8BuIpBijW0,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJoUIBpHC_BTsRW8BuIpBijW0,restaurants.csv
Al Hassan Family Restaurant - Manacaud,"FWGX+R66, Trivandrum Vizhinjam Rd, opposite SBI Branch Manacaud, Attakulangara, Thiruvananthapuram, Kerala 695009, India",+91 471 401 0444,76.94787149999999,8.476875099999999,ChIJkaq7tg67BTsRzJwH08O5hNY,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJkaq7tg67BTsRzJwH08O5hNY,restaurants.csv
Al Maaz Grill House,"Kachani Aruvikkara Rd, near csi church, Nedumangadu, Kachani, Thiruvananthapuram, Kerala 695564, India",+91 89210 12123,76.9945212,8.5535976,ChIJxzI1XAC5BTsRoPZZA-CsDnE,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJxzI1XAC5BTsRoPZZA-CsDnE,restaurants.csv
Al Mina Restaurant,"near Pick And Pay Super Market, Kurisadimukku, Thiruvananthapuram, Kerala 695582, India",+91 62380 58499,76.8905446,8.574411099999999,ChIJN3aDAzy_BTsRNGi7hyha124,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJN3aDAzy_BTsRNGi7hyha124,restaurants.csv
Al Mubarak Family Restaurant,"FW4M+CC5, Valiyathura - Beemapally - Poonthura Rd, Beemapally, Thiruvananthapuram, Kerala 695008, India",,76.9336053,8.4560046,ChIJ-7-ekUO7BTsRleQ9qivOo9M,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ-7-ekUO7BTsRleQ9qivOo9M,restaurants.csv
Al Naztha Halal Fast Food,"GXGQ+8MX, Vattiyoorkavu, Thiruvananthapuram, Kerala 695013, India",,76.98922739999999,8.5258687,ChIJg1dpxWW7BTsRQyWCKshZexo,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJg1dpxWW7BTsRQyWCKshZexo,restaurants.csv
Al Noor Restaurant & Fast Food,"HWCW+R4G, Junction, near Market, Maruthoor, Thiruvananthapuram, Kerala 695028, India",+91 97470 05868,76.945328,8.572058,ChIJvXKKE-G4BTsRnKmwEHnYNvo,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJvXKKE-G4BTsRnKmwEHnYNvo,restaurants.csv
AL SANA HALAL HOTEL,"GWXV+G43, Step Junction, Thiruvananthapuram, Kerala 695015, India",,76.9427924,8.5487652,ChIJYSsTdAC5BTsRXHGtH028oys,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJYSsTdAC5BTsRXHGtH028oys,restaurants.csv
AL SANAS FAST FOOD,"SHOP NO1, AL SANAS FOOD COURT, M C ROAD, opp. CANARA BANK, Nalanchira, Thiruvananthapuram, Kerala 695015, India",+91 70259 06675,76.9430958,8.5510983,ChIJBdD8NEO5BTsRdu4ruWtgVsU,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJBdD8NEO5BTsRdu4ruWtgVsU,restaurants.csv
Al Shais Kitchen Indo Arabic Chinese Family Restaurant,"Elamkulam Ln, Gowari Nagar, Sreekaryam, Thiruvananthapuram, Kerala 695017, India",+91 79070 13515,76.92152779999999,8.5475116,ChIJuWRVqDy5BTsRvE5ZOXJOAGg,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJuWRVqDy5BTsRvE5ZOXJOAGg,restaurants.csv
Al Sousan Fast Food,"1, Pachalloor Punkulam Rd, Thiruvallam, Thiruvananthapuram, Kerala 695027, India",,76.96391899999999,8.433872599999999,ChIJ24eNG9akBTsRhFn5YdiV65Y,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ24eNG9akBTsRhFn5YdiV65Y,hotels.csv (food business)
Al Tawa Broast & Grill,"GXHQ+FW2, Mannarakonam Junction, Nettayam, Thiruvananthapuram, Kerala 695013, India",,76.9897551,8.528636299999999,ChIJBV45QwC5BTsR5sYr-vPfoDY,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJBV45QwC5BTsR5sYr-vPfoDY,restaurants.csv
Al Tawa Kuzhi Mandi,"Mannarakonam - Thoppumukku Rd, Vattiyoorkavu, Maruthankuzhi, Thiruvananthapuram, Kerala 695013, India",+91 92888 88885,76.99107,8.5259155,ChIJwfuoMB66BTsRUCuJDdAAzK8,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJwfuoMB66BTsRUCuJDdAAzK8,restaurants.csv
Al Thaj Restaurant,"G277+5J2, Pallimukku, Peyad, Thiruvananthapuram, Kerala 695573, India",+91 94967 07903,77.0140224,8.5128759,ChIJV3jewqawBTsR0Y96_1qRTFI,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJV3jewqawBTsR0Y96_1qRTFI,restaurants.csv
ALAAKAT SEA FOOD RESTAURANT,"Chacka, Thiruvananthapuram, Kerala 695024, India",+91 79076 34053,76.924418,8.4906265,ChIJ1V6Biry7BTsRfTCCxKFUezQ,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJ1V6Biry7BTsRfTCCxKFUezQ,restaurants.csv
Alfa RESTAURANT,"FX3X+6H6, Nemom Punnamoodu Rd, Santhivila, Kerala 695020, India",,76.9988995,8.453025400000001,ChIJqz5VS6W6BTsRaNTa4fztVgA,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJqz5VS6W6BTsRaNTa4fztVgA,restaurants.csv
ALFIYA Fast Food,"Vellayani Junction, Nemom, Kerala 695020, India",+91 97463 55231,76.999906,8.45731,ChIJgeEvp6S6BTsRExYBn8XqS4Y,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJgeEvp6S6BTsRExYBn8XqS4Y,restaurants.csv
Alif Mandi House,"3, Service Road, opposite Technopark Phase 3, Karippottu Vilakom, Kulathoor, Thiruvananthapuram, Kerala 695582, India",+91 99468 09008,76.87691500000001,8.5475844,ChIJlaBsni6_BTsRo2AiwPD-okE,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJlaBsni6_BTsRo2AiwPD-okE,restaurants.csv
Alis kitchen,"KTDC, Kovalam, Thiruvananthapuram, Kerala 695527, India",,76.9731401,8.398875199999999,ChIJ5cexcAClBTsR9WiJj5_Ue0g,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ5cexcAClBTsR9WiJj5_Ue0g,restaurants.csv
Allus Kitchen,"Allus Kitchen, near Vj Hospital, Vattappara, Thiruvananthapuram, Kerala 695028, India",+91 96054 21376,76.950972,8.591586399999999,ChIJFVSblKu5BTsRXUnzGgmdsWA,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJFVSblKu5BTsRXUnzGgmdsWA,restaurants.csv
Althaf Bakery And Stores,"H2F7+RVX, Aruvikkara, Kerala 695564, India",,77.01471939999999,8.5746105,ChIJyy8qFYG3BTsRCmoYnkfyQfs,CLOSED_TEMPORARILY,https://www.google.com/maps/place/?q=place_id:ChIJyy8qFYG3BTsRCmoYnkfyQfs,restaurants.csv
AM Restaurant,"FWVG+GQG, Palayam Airport Rd, Pettah, Thiruvananthapuram, Kerala 695024, India",+91 98956 31205,76.9269465,8.4938214,ChIJ4cFkoI-7BTsRAhQRzROFYzY,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ4cFkoI-7BTsRAhQRzROFYzY,restaurants.csv
Amaram Restaurant,"Jagathy, DPI, Junction, Thiruvananthapuram, Kerala 695014, India",,76.9613568,8.49588,ChIJd6Fl4E67BTsRmh16YAZiQE0,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJd6Fl4E67BTsRmh16YAZiQE0,restaurants.csv
Ambadi Hotel and Family Restaurant,"Pazhavadi, Nedumangad, Kerala 695541, India",+91 81389 01445,77.0031872,8.6066129,ChIJ7Rr3EOy5BTsReXEQtHhczDM,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ7Rr3EOy5BTsReXEQtHhczDM,restaurants.csv
Ambadi Kannan Restaurant,"GWCH+JVG, Medical College Murinjapalam Rd, Murinjapalam, Thiruvananthapuram, Kerala 695011, India",,76.9297051,8.5215699,ChIJ6T2mLeO7BTsRVCZq42dWqz8,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ6T2mLeO7BTsRVCZq42dWqz8,restaurants.csv
Ambady Hotel And Tea Shop,"HWCF+694, Mukkilkada, Thiruvananthapuram, Kerala 695587, India",,76.9234592,8.5705168,ChIJfxlOLNS4BTsRwnQv-bkuOeA,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJfxlOLNS4BTsRwnQv-bkuOeA,restaurants.csv
Ambalapatt Restaurant,"GWCR+X8F, Opposite Life Insurance Corporation of India, Pattom, Pattom, Thiruvananthapuram, Kerala 695004, India",+91 94470 66647,76.9408041,8.5224472,ChIJdYUUh-C7BTsRg-s4D6jUNdE,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJdYUUh-C7BTsRg-s4D6jUNdE,restaurants.csv
Ambis Kitchen,"Panachi, Niranjan Squre, Manacaud, Thiruvananthapuram, Kerala 695009, India",+91 73562 22234,76.94785739999999,8.4754963,ChIJAXRYspy7BTsRR_Ry6J44Wh8,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJAXRYspy7BTsRR_Ry6J44Wh8,restaurants.csv
AMIYA Restaurant,"G2QV+MCV, Kadambanad Cheriyakonni Road, Nedumkuzhi, Vilappilsala, Vilappil, Kerala 695543, India",,77.0435516,8.5392488,ChIJgy47CzC3BTsRGeGJ6KCPcAw,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJgy47CzC3BTsRGeGJ6KCPcAw,restaurants.csv
AMMA RESTAURANT,"CV Raman Pillai Rd, Althara Junction, Nandavanam, Vellayambalam, Thiruvananthapuram, Kerala 695010, India",+91 93493 13329,76.96238009999999,8.5087248,ChIJH3UtE8u7BTsRkmwfJ3RgHCA,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJH3UtE8u7BTsRkmwfJ3RgHCA,restaurants.csv
Amma Royal Family Restaurant,"opposite public health lab, Ayyankali Nagar, Pattoor, Thiruvananthapuram, Kerala 695035, India",+91 95448 23029,76.9393666,8.4996662,ChIJM_gRE9u7BTsRy5yFjIHvyC4,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJM_gRE9u7BTsRy5yFjIHvyC4,restaurants.csv
Amma ruchi Restaurant,"GWHG+8XJ, Ulloor - Akkulam Rd, Ulloor, Thiruvananthapuram, Kerala 695011, India",,76.9274018,8.528328499999999,ChIJhdKNPAC5BTsRvU3Zsf-OLzU,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJhdKNPAC5BTsRvU3Zsf-OLzU,restaurants.csv
Amma Veedu Family Restaurant,"to, Vazhuthacaud - Poojappura Rd, near PWD Rest House and Police Training College, Thycaud, Thiruvananthapuram, Kerala 695014, India",+91 85900 88330,76.9587878,8.4918554,ChIJU84c6By7BTsRr2hxqic3X6M,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJU84c6By7BTsRr2hxqic3X6M,restaurants.csv
Ammachi hotel,"Railway Station, near Pettah, Pallimukku, Pettah, Thiruvananthapuram, Kerala 695024, India",+91 87873 99439,76.9315458,8.495183899999999,ChIJeVfUYDa7BTsRkNct3PN3gJQ,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJeVfUYDa7BTsRkNct3PN3gJQ,restaurants.csv
Ammas Kitchen (homely foods),"Panayil veedu, Durga Nagar, 65, poomalliyoorkonam, Peroorkada, Thiruvananthapuram, Kerala 695005, India",+91 95620 35441,76.9574057,8.5424483,ChIJMZqsQtG5BTsR-e7Ix6cAzPo,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJMZqsQtG5BTsR-e7Ix6cAzPo,restaurants.csv
Amma’s kitchen,"EVRA185, Vazhuthacaud, Thiruvananthapuram, Kerala 695014, India",+91 79074 19523,76.9665614,8.503325,ChIJ7fn2QJy7BTsRk7vyZr9WdOo,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ7fn2QJy7BTsRk7vyZr9WdOo,restaurants.csv
AMRITHA HOTEL,"AMRITHA HOTEL Near SREEKARIYAM JUNCTION Ulloor, Road, Sreekaryam, Thiruvananthapuram, Kerala 695017, India",+91 99956 53625,76.9182175,8.5487567,ChIJ4aqxqZO5BTsRZPmbJDis45k,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJ4aqxqZO5BTsRZPmbJDis45k,restaurants.csv
Amrutam Vegetarian Restaurant,"Devaswom Board Jct, Nanthancodu, Thiruvananthapuram, Kerala 695003, India",+91 96331 44544,76.95693589999999,8.5174076,ChIJw6CtXgC7BTsRn8JTn4Co3JQ,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJw6CtXgC7BTsRn8JTn4Co3JQ,restaurants.csv
Anagha hot chipps and bakery,"Peringammala, Trivandrum, Pallichal, Kerala 695042, India",+91 98955 88248,77.0207278,8.4172754,ChIJFRBx_JSvBTsR7D2ps01SS6U,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJFRBx_JSvBTsR7D2ps01SS6U,restaurants.csv
ANANDHAAS VEG RESTAURANT,"Pravachambalam Near SBI Thiruvanthapuram, Pravachambalam, Nemom, Kerala 695020, India",+91 85473 33031,77.01054719999999,8.4498588,ChIJpXipgQewBTsRJmzKrGaYS1Y,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJpXipgQewBTsRJmzKrGaYS1Y,restaurants.csv
Ananthapuri Hospital Restaurant,"Ananthapuri Hospital Chackai, FWPG+FR6, Eanchakkal, Thiruvananthapuram, Kerala 695024, India",,76.92701579999999,8.4861572,ChIJX1eKVGi7BTsRx3B1iQxNndo,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJX1eKVGi7BTsRx3B1iQxNndo,restaurants.csv
"ANANTHU HOTEL, അനന്ദു ഹോട്ടൽ","C29C+G93, Peringammala, Pallichal, Kerala 695042, India",,77.02092689999999,8.418759099999999,ChIJIZIZZUivBTsR-FDSYcHfJz8,OPERATIONAL,https://www.google.com/maps/place/?q=place_id:ChIJIZIZZUivBTsR-FDSYcHfJz8,restaurants.csv
